Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Color,Airbags,Manufacturerencoded,Modelencoded,Categoryencoded,Fuel typeencoded,Gear box typeencoded,Drive wheelsencoded,Colorencoded
4234,0,NISSAN,Bluebird,2002,Sedan,0,Petrol,2.0,10000,4.0,Tiptronic,Front,Carnelian red,12,32,156,8,4,2,1,4
10036,0,MERCEDES-BENZ,Vito,2002,Minivan,0,Diesel,2.2,270000,4.0,Manual,Front,Yellow,2,28,881,6,1,1,1,15
18817,0,TOYOTA,Prius,2011,Sedan,0,Petrol,1.8,164800,4.0,Variator,Front,Silver,6,45,681,8,4,3,1,12
40769,971,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,2.2,23216,4.0,Automatic,Front,White,4,18,753,4,1,0,1,14
30,0,TOYOTA,Prius,2007,Hatchback,0,LPG,1.5,198000,4.0,Tiptronic,Front,White,4,45,681,3,3,2,1,14
3763,751,HYUNDAI,Tucson,2013,Jeep,1,Petrol,2.4,53717,4.0,Automatic,4x4,Silver,0,18,849,4,4,0,0,12
314,781,SUBARU,Forester,2012,Jeep,1,Petrol,2.5,204579,4.0,Automatic,4x4,Black,0,43,425,4,4,0,0,1
26030,0,LEXUS,CT 200h,2013,Hatchback,1,Hybrid,1.8,153600,4.0,Automatic,Front,Silver,12,25,205,3,2,0,1,12
5959,0,MITSUBISHI,Colt,2002,Sedan,0,Petrol,1.3,209000,4.0,Automatic,Rear,Green,2,31,266,8,4,0,2,6
17000,0,TOYOTA,Camry,2007,Sedan,1,Hybrid,2.4,220800,4.0,Automatic,Front,Black,8,45,225,8,2,0,1,1
18189,1095,CHEVROLET,Captiva,2008,Jeep,1,Diesel,2.0,72000,4.0,Tiptronic,Front,Black,2,6,244,4,1,2,1,1
28222,640,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,2.0,53729,4.0,Automatic,Front,Black,4,18,753,4,1,0,1,1
2117,730,NISSAN,Juke,2016,Jeep,1,Petrol,1.6,181997,4.0,Automatic,4x4,Black,0,32,532,4,4,0,0,1
42667,765,SSANGYONG,REXTON,2015,Jeep,1,Diesel,2.0,110000,4.0,Automatic,Front,Black,4,42,726,4,1,0,1,1
9408,0,BMW,120,2004,Hatchback,0,Petrol,2.0,100000,4.0,Tiptronic,Rear,Silver,8,3,7,3,4,2,2,12
8467,0,MAZDA,Mazda 3,2005,Sedan,0,Petrol,2.3,65000,4.0,Tiptronic,Front,Grey,8,27,593,8,4,2,1,7
15530,891,HYUNDAI,Sonata,2016,Sedan,1,LPG,2.0,290850,4.0,Automatic,Front,Silver,4,18,770,8,3,0,1,12
7840,0,SUZUKI,Swift,2006,Hatchback,1,Petrol,1.6,130000,4.0,Manual,Front,Black,12,44,815,3,4,1,1,1
29950,891,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,2.0,50079,4.0,Automatic,Front,White,4,18,753,4,1,0,1,14
8154,0,MERCEDES-BENZ,CLK 230 .,2000,Coupe,0,Petrol,2.3,290000,4.0,Tiptronic,Rear,Blue,4,28,200,1,4,2,2,2
9408,0,SUZUKI,Liana,2005,Universal,0,Diesel,1.4,162000,4.0,Manual,Front,Silver,4,44,570,9,1,1,1,12
10976,1267,TOYOTA,Aqua,2013,Hatchback,0,Hybrid,1.5,64000,4.0,Variator,Front,Black,4,45,112,3,2,3,1,1
18189,488,KIA,Picanto,2016,Sedan,1,Petrol,1.0,41370,4.0,Automatic,Front,Black,4,22,674,8,4,0,1,1
14426,0,SUBARU,Legacy,2011,Sedan,0,LPG,2.5,185000,4.0,Tiptronic,4x4,Blue,8,43,562,8,3,2,0,2
549,607,LEXUS,ES 300,2019,Sedan,1,Hybrid,2.5,13362,4.0,Automatic,Front,Black,12,25,348,8,2,0,1,1
10663,1268,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,1.5,125000,4.0,Variator,Front,Red,2,45,112,3,2,3,1,11
10349,0,MITSUBISHI,Pajero,2009,Jeep,1,Petrol,2.4,138650,4.0,Manual,4x4,Black,4,31,651,4,4,1,0,1
17249,0,TOYOTA,Alphard,2005,Minivan,0,LPG,2.4,251000,4.0,Automatic,Front,Black,2,45,109,6,3,0,1,1
549,530,KIA,RIO,2013,Sedan,1,Petrol,1.6,171733,4.0,Automatic,Front,Red,12,22,727,8,4,0,1,11
8781,0,OPEL,Zafira,2002,Minivan,0,CNG,1.8,0,4.0,Manual,Rear,White,8,33,929,6,0,1,2,14
2274,394,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,128739,4.0,Automatic,Front,Green,12,45,225,8,2,0,1,6
28225,0,LEXUS,CT 200h,2014,Hatchback,1,Hybrid,1.8,134131,4.0,Automatic,Front,Black,0,25,205,3,2,0,1,1
28225,0,KIA,Optima,2016,Sedan,0,Petrol,2.4,35200,4.0,Tiptronic,Front,Blue,12,22,630,8,4,2,1,2
17249,697,CHEVROLET,Cruze,2015,Sedan,0,Petrol,1.8,37000,4.0,Automatic,Front,Silver,0,6,305,8,4,0,1,12
6899,0,VOLKSWAGEN,Passat,2003,Hatchback,0,Petrol,1.8,180000,4.0,Manual,Front,Grey,8,48,657,3,4,1,1,7
17249,697,HYUNDAI,Elantra,2015,Sedan,0,Petrol,1.8,88830,4.0,Automatic,Front,Silver,0,18,355,8,4,0,1,12
7700,0,MITSUBISHI,ColtPlus,2006,Hatchback,0,Petrol,1.5,175000,4.0,Automatic,Front,Silver,2,31,268,3,4,0,1,12
37564,877,HYUNDAI,Tucson,2017,Jeep,1,Diesel,1.7,202758,4.0,Automatic,Front,Grey,4,18,849,4,1,0,1,7
15063,707,HYUNDAI,Tucson,2011,Jeep,1,Diesel,2.0,58401,4.0,Automatic,Front,White,4,18,849,4,1,0,1,14
46919,765,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,2.0,117000,4.0,Automatic,Front,Black,4,18,753,4,1,0,1,1
6586,1017,LEXUS,NX 200,2017,Jeep,1,Petrol,2.0,14813,4.0,Automatic,Front,White,12,25,616,4,4,0,1,14
18400,531,NISSAN,Juke,2012,Jeep,0,Petrol,1.6,0,4.0,Automatic,Front,Black,10,32,532,4,4,0,1,1
18817,586,TOYOTA,Prius,2012,Hatchback,0,Hybrid,1.8,288000,4.0,Variator,Front,Grey,10,45,681,3,2,3,1,7
20250,271,TOYOTA,Aqua,2014,Universal,1,Hybrid,1.5,86400,4.0,Automatic,Front,Red,4,45,112,9,2,0,1,11
17249,645,TOYOTA,Prius,2011,Hatchback,1,Hybrid,1.8,188800,4.0,Variator,Front,Grey,10,45,681,3,2,3,1,7
4234,779,TOYOTA,Camry,2013,Sedan,1,Hybrid,2.5,26918,4.0,Automatic,Front,White,12,45,225,8,2,0,1,14
32615,0,AUDI,A4 S line,2013,Sedan,1,Petrol,2.0,69000,4.0,Tiptronic,4x4,Black,8,2,88,8,4,2,0,1
14113,753,HYUNDAI,Sonata hybrid,2012,Sedan,1,Hybrid,2.4,157000,4.0,Tiptronic,Front,Grey,10,18,785,8,2,2,1,7
4704,751,BUICK,Century,2013,Sedan,1,Petrol,2.4,146552,4.0,Automatic,Front,Silver,12,4,254,8,4,0,1,12
12544,1024,TOYOTA,Camry,2010,Sedan,0,Petrol,2.5,152000,4.0,Manual,Front,Black,8,45,225,8,4,1,1,1
14113,0,HYUNDAI,Accent,2013,Hatchback,0,Petrol,1.6,136000,4.0,Tiptronic,Front,White,6,18,97,3,4,2,1,14
36567,777,HYUNDAI,H1,2014,Minivan,1,Diesel,2.5,106533,4.0,Automatic,Front,White,4,18,474,6,1,0,1,14
28225,934,TOYOTA,Camry,2015,Sedan,0,Petrol,2.5,110734,4.0,Automatic,Front,Black,12,45,225,8,4,0,1,1
9722,363,CHEVROLET,Spark,2014,Sedan,1,Petrol,1.0,41984,4.0,Automatic,Front,Grey,4,6,794,8,4,0,1,7
392,753,JEEP,Compass,2012,Jeep,1,Petrol,2.4,0,4.0,Automatic,Front,White,12,21,274,4,4,0,1,14
14426,394,LEXUS,ES 300,2014,Sedan,1,Hybrid,2.5,176213,4.0,Automatic,Front,Black,12,25,348,8,2,0,1,1
11604,0,TOYOTA,Prius,2006,Hatchback,0,Hybrid,1.5,174000,4.0,Variator,Front,Red,6,45,681,3,2,3,1,11
18503,585,TOYOTA,Prius,2013,Hatchback,0,Hybrid,1.8,51000,4.0,Automatic,Front,White,8,45,681,3,2,0,1,14
36197,831,CHEVROLET,Orlando,2017,Jeep,1,Diesel,1.6,65124,4.0,Automatic,Front,Grey,4,6,636,4,1,0,1,7
19757,640,KIA,Optima,2013,Sedan,1,Petrol,2.0,124000,4.0,Tiptronic,Front,White,16,22,630,8,4,2,1,14
15994,0,VOLKSWAGEN,Golf,2013,Hatchback,0,Petrol,2.5,103000,4.0,Tiptronic,Front,Black,12,48,463,3,4,2,1,1
38260,1327,TOYOTA,Camry SE,2018,Sedan,1,Petrol,2.5,41068,4.0,Automatic,Front,Black,10,45,230,8,4,0,1,1
9722,1267,TOYOTA,Aqua,2013,Hatchback,0,Hybrid,1.5,143000,4.0,Automatic,Front,White,8,45,112,3,2,0,1,14
20526,629,HYUNDAI,Elantra,2015,Sedan,1,Petrol,1.6,75000,4.0,Automatic,Front,White,4,18,355,8,4,0,1,14
26657,0,VOLKSWAGEN,Jetta,2017,Sedan,1,Petrol,1.4,50000,4.0,Tiptronic,Front,White,4,48,515,8,4,2,1,14
37633,1327,MAZDA,1000,2018,Jeep,1,Petrol,2.5,42246,4.0,Automatic,4x4,Grey,0,27,2,4,4,0,0,7
9095,0,TOYOTA,ISIS,2006,Minivan,0,Petrol,2.0,204000,4.0,Variator,Front,White,8,45,496,6,4,3,1,14
21395,730,HYUNDAI,Elantra,2016,Sedan,1,Petrol,1.6,144889,4.0,Automatic,Front,White,4,18,355,8,4,0,1,14
11290,0,NISSAN,Versa,2012,Sedan,0,Petrol,1.6,109000,4.0,Automatic,Front,Blue,2,32,875,8,4,0,1,2
15681,891,HYUNDAI,Sonata,2016,Sedan,1,LPG,2.0,255591,4.0,Automatic,Front,Silver,4,18,770,8,3,0,1,12
15367,585,TOYOTA,Prius,2013,Hatchback,1,Hybrid,1.8,130000,4.0,Automatic,Front,White,12,45,681,3,2,0,1,14
15053,473,CHEVROLET,Cruze,2014,Sedan,0,Petrol,1.4,74222,4.0,Tiptronic,Front,Silver,10,6,305,8,4,2,1,12
12544,862,FORD,Fusion,2011,Sedan,1,Hybrid,2.5,49669,4.0,Automatic,Front,Silver,0,13,439,8,2,0,1,12
15994,761,TOYOTA,Prius,2010,Hatchback,1,Hybrid,1.8,118000,4.0,Tiptronic,Front,Blue,10,45,681,3,2,2,1,2
14583,738,CHEVROLET,Cruze LT,2017,Hatchback,0,Petrol,1.4,62971,4.0,Automatic,Front,Black,8,6,309,3,4,0,1,1
14740,690,FORD,Fusion,2016,Sedan,0,Petrol,1.5,93000,4.0,Tiptronic,Front,Grey,8,13,439,8,4,2,1,7
21953,0,HYUNDAI,Sonata,2015,Sedan,0,Petrol,2.4,91200,4.0,Tiptronic,Front,Black,12,18,770,8,4,2,1,1
6272,0,OPEL,Astra G,2002,Universal,0,Diesel,1.7,270000,4.0,Manual,Front,Silver,2,33,127,9,1,1,1,12
7527,0,AUDI,A4,2006,Sedan,1,Petrol,2.0,278173,4.0,Tiptronic,4x4,Silver,6,2,84,8,4,2,0,12
11447,765,FORD,Focus,2015,Sedan,1,Petrol,2.0,94600,4.0,Tiptronic,Front,Black,6,13,416,8,4,2,1,1
14069,707,HYUNDAI,Sonata,2011,Sedan,1,Petrol,2.0,162095,4.0,Automatic,Front,Grey,4,18,770,8,4,0,1,7
549,753,HYUNDAI,Sonata,2012,Sedan,1,Hybrid,2.4,246450,4.0,Automatic,Front,Silver,12,18,770,8,2,0,1,12
784,1079,TOYOTA,CHR,2018,Jeep,1,Petrol,2.0,25850,4.0,Automatic,Front,Grey,12,45,192,4,4,0,1,7
14113,0,MITSUBISHI,Grandis,2006,Minivan,0,Petrol,2.4,131000,4.0,Tiptronic,4x4,White,4,31,473,6,4,2,0,14
6868,836,CHEVROLET,Cruze,2010,Sedan,1,Diesel,2.0,47221,4.0,Automatic,Front,Black,4,6,305,8,1,0,1,1
1882,382,HYUNDAI,Sonata,2014,Sedan,1,Hybrid,2.4,247835,4.0,Automatic,Front,Black,0,18,770,8,2,0,1,1
20266,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,94910,4.0,Automatic,Front,Silver,4,18,355,8,4,0,1,12
11604,761,TOYOTA,Prius,2010,Sedan,0,Hybrid,1.8,154000,4.0,Automatic,Front,Grey,10,45,681,8,2,0,1,7
12858,521,CHEVROLET,Cruze,2011,Sedan,0,Petrol,1.4,178000,4.0,Automatic,Front,Red,8,6,305,8,4,0,1,11
16327,836,HYUNDAI,Genesis,2010,Coupe,1,Petrol,2.0,95510,4.0,Automatic,Front,Silver,4,18,459,1,4,0,1,12
19444,781,TOYOTA,Camry,2012,Sedan,1,Petrol,2.5,167360,4.0,Tiptronic,Front,White,6,45,225,8,4,2,1,14
38737,639,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,2.0,132756,4.0,Automatic,Front,Grey,4,18,753,4,1,0,1,7
11760,0,HONDA,FIT S,2010,Hatchback,0,Petrol,1.3,138000,4.0,Automatic,4x4,Silver,7,17,406,3,4,0,0,12
470,831,LEXUS,HS 250h,2011,Sedan,1,Hybrid,2.4,0,4.0,Automatic,Front,Silver,12,25,480,8,2,0,1,12
40,0,TOYOTA,Prius,2013,Hatchback,0,Hybrid,1.5,150400,4.0,Automatic,Front,Black,16,45,681,3,2,0,1,1
13328,1266,HONDA,FIT,2014,Hatchback,1,Hybrid,1.5,58000,4.0,Automatic,Front,Black,4,17,389,3,2,0,1,1
18346,765,CHEVROLET,Orlando,2015,Jeep,1,LPG,2.0,31880,4.0,Automatic,Front,Black,4,6,636,4,3,0,1,1
13454,862,HYUNDAI,H1,2011,Minivan,1,Diesel,2.5,85226,4.0,Automatic,Front,Blue,4,18,474,6,1,0,1,2
1646,584,MERCEDES-BENZ,C 250,2014,Coupe,1,Petrol,1.8,121699,4.0,Automatic,Rear,Black,12,28,169,1,4,0,2,1
4547,834,TOYOTA,Venza,2013,Jeep,1,Petrol,2.7,186349,4.0,Automatic,4x4,White,12,45,872,4,4,0,0,14
20266,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,125062,4.0,Automatic,Front,Black,4,18,355,8,4,0,1,1
35043,640,SSANGYONG,REXTON,2013,Jeep,1,Diesel,2.0,110190,4.0,Automatic,Front,White,4,42,726,4,1,0,1,14
13000,1505,MITSUBISHI,RVR,2012,Hatchback,0,Petrol,1.8,139000,4.0,Automatic,Front,White,6,31,730,3,4,0,1,14
4701,1282,KIA,Sportage,2007,Jeep,1,Diesel,2.0,58497,4.0,Automatic,Front,Silver,4,22,795,4,1,0,1,12
19444,0,TOYOTA,Prius,2013,Sedan,0,Hybrid,1.8,97386,4.0,Variator,Front,Red,8,45,681,8,2,3,1,11
314,862,FORD,Escape,2011,Jeep,1,Hybrid,2.5,130306,4.0,Automatic,4x4,Green,0,13,376,4,2,0,0,6
8154,0,OPEL,Vectra,1999,Sedan,0,Petrol,1.6,266342,4.0,Manual,Front,Green,2,33,860,8,4,1,1,6
17249,0,TOYOTA,Aqua,2013,Hatchback,0,Hybrid,1.5,50000,4.0,Variator,Front,Grey,6,45,112,3,2,3,1,7
7840,0,SUBARU,Forester,2000,Jeep,0,Plug-in Hybrid,2.0,148000,4.0,Automatic,4x4,Black,2,43,425,4,5,0,0,1
18660,862,HYUNDAI,H1,2011,Minivan,1,Diesel,2.5,55248,4.0,Automatic,Front,Black,4,18,474,6,1,0,1,1
18531,687,HYUNDAI,Elantra,2010,Sedan,1,Petrol,1.6,111280,4.0,Automatic,Front,White,4,18,355,8,4,0,1,14
5959,0,OPEL,Astra,1999,Goods wagon,0,Petrol,1.6,258000,4.0,Manual,Front,Blue,2,33,122,2,4,1,1,2
33000,779,TOYOTA,RAV 4,2013,Jeep,0,Petrol,2.5,90000,4.0,Automatic,Front,Grey,7,45,717,4,4,0,1,7
8781,640,SUBARU,XV LIMITED,2013,Jeep,1,Petrol,2.0,77777,4.0,Variator,4x4,Orange,7,43,922,4,4,3,0,8
10036,639,HYUNDAI,Sonata,2014,Sedan,1,LPG,2.0,319850,4.0,Automatic,Front,Silver,4,18,770,8,3,0,1,12
40057,891,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,2.0,176927,4.0,Automatic,Front,Black,4,18,753,4,1,0,1,1
4359,1286,CHEVROLET,Captiva,2007,Jeep,1,Diesel,2.0,57438,4.0,Automatic,Front,Silver,4,6,244,4,1,0,1,12
19444,502,TOYOTA,Prius C,2013,Hatchback,1,Hybrid,1.5,114000,4.0,Automatic,Front,Red,7,45,688,3,2,0,1,11
3136,0,MAZDA,Premacy,2005,Minivan,0,Petrol,1.8,170000,4.0,Automatic,Front,Silver,6,27,677,6,4,0,1,12
39750,730,SSANGYONG,Actyon,2016,Jeep,1,Diesel,1.6,72000,4.0,Automatic,Front,Red,4,42,102,4,1,0,1,11
32929,0,TOYOTA,Camry,2012,Sedan,1,Hybrid,2.5,68000,4.0,Automatic,Front,Black,0,45,225,8,2,0,1,1
26255,707,HYUNDAI,Santa FE,2011,Jeep,1,Diesel,2.0,142000,4.0,Automatic,Front,Black,4,18,753,4,1,0,1,1
14740,0,TOYOTA,Prius,2008,Hatchback,1,Hybrid,1.5,193000,4.0,Automatic,Front,Silver,12,45,681,3,2,0,1,12
27654,629,HYUNDAI,Elantra,2015,Sedan,1,Petrol,1.6,109000,4.0,Automatic,Front,White,4,18,355,8,4,0,1,14
8938,0,MINI,Cooper,2004,Coupe,1,Petrol,1.6,12800,4.0,Tiptronic,Front,Red,4,30,275,1,4,2,1,11
10349,0,TOYOTA,Ist,2005,Hatchback,0,Petrol,1.3,135000,4.0,Automatic,Front,White,0,45,513,3,4,0,1,14
20698,642,TOYOTA,Prius,2012,Hatchback,1,Hybrid,2.0,181600,4.0,Variator,Front,Blue,8,45,681,3,2,3,1,2
392,1091,TOYOTA,RAV 4,2016,Jeep,1,Petrol,2.5,125675,4.0,Automatic,4x4,Red,12,45,717,4,4,0,0,11
20005,642,CHEVROLET,Orlando,2012,Jeep,1,Diesel,2.0,163000,4.0,Automatic,Front,Grey,4,6,636,4,1,0,1,7
21326,891,HYUNDAI,Sonata,2016,Sedan,1,Petrol,2.0,112161,4.0,Automatic,Front,White,4,18,770,8,4,0,1,14
627,642,VOLKSWAGEN,Jetta,2012,Sedan,1,Diesel,2.0,188603,4.0,Automatic,Front,Grey,12,48,515,8,1,0,1,7
32929,880,HYUNDAI,Elantra,2018,Sedan,1,Petrol,1.6,54865,4.0,Automatic,Front,Grey,4,18,355,8,4,0,1,7
17942,707,SSANGYONG,Actyon,2011,Jeep,1,Diesel,2.0,122918,4.0,Automatic,Front,Silver,4,42,102,4,1,0,1,12
10663,0,MITSUBISHI,Outlander,2003,Jeep,0,Petrol,2.4,156000,4.0,Tiptronic,4x4,Silver,4,31,640,4,4,2,0,12
5802,1327,TOYOTA,Camry,2018,Sedan,1,Petrol,2.5,54786,4.0,Automatic,Front,Black,0,45,225,8,4,0,1,1
4077,640,FORD,Fusion,2013,Sedan,1,Hybrid,2.0,320554,4.0,Automatic,Front,White,0,13,439,8,2,0,1,14
5018,431,HYUNDAI,Sonata,2016,Sedan,1,Hybrid,2.0,71218,4.0,Automatic,Front,Black,0,18,770,8,2,0,1,1
18503,781,VOLKSWAGEN,Passat,2012,Sedan,1,Petrol,2.5,68000,4.0,Automatic,Front,Silver,5,48,657,8,4,0,1,12
7806,687,DAEWOO,Lacetti,2010,Sedan,1,Petrol,1.6,81709,4.0,Automatic,Front,White,4,9,553,8,4,0,1,14
10036,1411,OPEL,Zafira,2006,Minivan,0,Diesel,1.9,188570,4.0,Automatic,Front,Silver,6,33,929,6,1,0,1,12
11604,0,TOYOTA,Aqua,2012,Sedan,0,Hybrid,1.5,174000,4.0,Automatic,Front,Silver,4,45,112,8,2,0,1,12
17249,810,TOYOTA,Corolla S,2016,Sedan,1,Petrol,1.8,128788,4.0,Automatic,Front,Black,8,45,288,8,4,0,1,1
28852,259,CHEVROLET,Volt,2014,Hatchback,1,Plug-in Hybrid,1.4,35000,4.0,Automatic,Front,Brown,10,6,895,3,5,0,1,3
14113,0,TOYOTA,Prius,2010,Sedan,1,Hybrid,1.8,0,4.0,Automatic,Front,Black,12,45,681,8,2,0,1,1
15681,1436,CHEVROLET,Traverse,2010,Jeep,0,Petrol,3.6,200000,4.0,Automatic,4x4,Silver,0,6,845,4,4,0,0,12
18817,639,MITSUBISHI,Outlander,2014,Jeep,1,Petrol,2.0,136000,4.0,Tiptronic,Front,White,12,31,640,4,4,2,1,14
706,645,LEXUS,CT 200h,2011,Hatchback,1,Hybrid,1.8,116869,4.0,Automatic,Front,Black,0,25,205,3,2,0,1,1
5645,0,MAZDA,Demio,2005,Sedan,0,Petrol,1.3,293940,4.0,Manual,Front,Blue,2,27,324,8,4,1,1,2
1019,1017,AUDI,A4,2017,Sedan,1,Petrol,2.0,110051,4.0,Automatic,4x4,Grey,0,2,84,8,4,0,0,7
16500,0,VOLKSWAGEN,Jetta GLI,2012,Sedan,0,Petrol,2.0,139555,4.0,Manual,Front,Black,8,48,519,8,4,1,1,1
13485,584,FORD,Transit Connect,2014,Goods wagon,0,Diesel,1.8,176000,4.0,Manual,Front,White,6,13,837,2,1,1,1,14
2979,780,CHEVROLET,Cruze,2019,Sedan,1,Petrol,1.4,78771,4.0,Automatic,Front,Grey,12,6,305,8,4,0,1,7
16289,629,HYUNDAI,Accent,2015,Sedan,1,Diesel,1.6,112360,4.0,Automatic,Front,Silver,4,18,97,8,1,0,1,12
12544,0,TOYOTA,Prius,2010,Hatchback,0,Hybrid,1.8,260000,4.0,Automatic,Front,Red,12,45,681,3,2,0,1,11
60,0,TOYOTA,Prius,2011,Sedan,0,Hybrid,1.8,178000,4.0,Automatic,Front,White,6,45,681,8,2,0,1,14
8781,531,NISSAN,Juke,2012,Jeep,1,Petrol,1.6,167405,4.0,Automatic,4x4,Black,0,32,532,4,4,0,0,1
23239,642,SSANGYONG,Korando,2012,Jeep,1,Diesel,2.0,155255,4.0,Automatic,Front,Orange,4,42,548,4,1,0,1,8
12544,0,FORD,Fiesta,2010,Hatchback,0,Petrol,1.6,153600,4.0,Automatic,Front,Carnelian red,6,13,413,3,4,0,1,4
15624,528,HYUNDAI,Elantra,2014,Sedan,1,Petrol,1.6,164649,4.0,Automatic,Front,Grey,4,18,355,8,4,0,1,7
7392,0,NISSAN,Note,2005,Hatchback,0,Petrol,1.5,117000,4.0,Variator,Front,White,4,32,623,3,4,3,1,14
15053,779,MAZDA,CX-5,2013,Jeep,0,Petrol,2.5,91000,4.0,Tiptronic,4x4,Silver,10,27,212,4,4,2,0,12
784,528,NISSAN,Juke,2014,Jeep,1,Petrol,1.6,158280,4.0,Automatic,Front,White,0,32,532,4,4,0,1,14
8947,640,HYUNDAI,Sonata,2013,Sedan,1,LPG,2.0,52857,4.0,Automatic,Front,Black,4,18,770,8,3,0,1,1
20698,640,AUDI,Q5,2013,Jeep,1,Hybrid,2.0,261160,4.0,Automatic,4x4,Black,0,2,714,4,2,0,0,1
15053,0,SUZUKI,Kizashi,2010,Sedan,0,Petrol,2.4,92000,4.0,Manual,Front,White,6,44,546,8,4,1,1,14
17562,0,MERCEDES-BENZ,C 220,2006,Sedan,0,Diesel,2.2,300000,4.0,Automatic,Rear,Black,12,28,164,8,1,0,2,1
24283,640,CHEVROLET,Malibu,2013,Sedan,1,Petrol,2.0,106048,4.0,Automatic,Front,Black,4,6,580,8,4,0,1,1
188,862,TOYOTA,Camry,2011,Sedan,1,Petrol,2.5,201578,4.0,Automatic,Front,Grey,12,45,225,8,4,0,1,7
21805,707,HYUNDAI,H1,2011,Microbus,1,Diesel,2.0,55622,4.0,Automatic,Front,Silver,4,18,474,5,1,0,1,12
16766,1185,HYUNDAI,H1,2009,Universal,1,Diesel,2.5,162332,4.0,Automatic,Front,Yellow,4,18,474,9,1,0,1,15
19444,308,TOYOTA,Prius,2014,Sedan,0,Hybrid,1.8,125000,4.0,Automatic,Front,White,10,45,681,8,2,0,1,14
1176,779,FORD,Escape,2013,Jeep,1,Petrol,2.5,241638,4.0,Automatic,Front,Silver,12,13,376,4,4,0,1,12
15681,1528,FORD,Transit,2007,Microbus,0,Diesel,2.4,168000,4.0,Manual,Rear,White,2,13,834,5,1,1,2,14
26657,0,TOYOTA,Land Cruiser Prado,2002,Jeep,0,Diesel,3.0,27000,4.0,Manual,4x4,Silver,4,45,559,4,1,1,0,12
8154,0,MERCEDES-BENZ,A 140,2004,Hatchback,0,Petrol,1.4,167000,4.0,Automatic,Front,Sky blue,4,28,74,3,4,0,1,13
30931,880,HYUNDAI,Elantra,2018,Sedan,1,Petrol,1.6,35798,4.0,Automatic,Front,White,4,18,355,8,4,0,1,14
36401,880,HYUNDAI,Elantra,2018,Sedan,1,Petrol,1.6,71551,4.0,Automatic,Front,Grey,4,18,355,8,4,0,1,7
44166,971,SSANGYONG,REXTON,2016,Jeep,1,Diesel,2.2,115193,4.0,Automatic,Front,White,4,42,726,4,1,0,1,14
15681,761,TOYOTA,Prius,2010,Hatchback,1,Hybrid,1.8,128000,4.0,Automatic,Front,White,4,45,681,3,2,0,1,14
47042,891,BMW,328,2016,Sedan,1,Petrol,2.0,32000,4.0,Tiptronic,Rear,White,8,3,37,8,4,2,2,14
19416,530,HYUNDAI,Elantra,2013,Sedan,1,LPG,1.6,186234,4.0,Automatic,Front,Silver,4,18,355,8,3,0,1,12
23207,0,LEXUS,HS 250h,2010,Sedan,1,Petrol,2.5,79000,4.0,Automatic,Front,Grey,8,25,480,8,4,0,1,7
4077,0,DAIHATSU,YRV,2002,Universal,0,Petrol,1.3,120000,4.0,Manual,Front,White,2,10,923,9,4,1,1,14
200,0,MERCEDES-BENZ,E 200,2011,Sedan,0,CNG,2.0,11111,4.0,Manual,Rear,Beige,0,28,331,8,0,1,2,0
2430,1091,NISSAN,Altima,2016,Sedan,1,Petrol,2.5,142469,4.0,Automatic,Front,Grey,12,32,111,8,4,0,1,7
6115,0,MITSUBISHI,Colt,2003,Hatchback,0,Petrol,1.3,0,4.0,Automatic,Front,Blue,2,31,266,3,4,0,1,2
25591,528,HYUNDAI,Elantra,2014,Sedan,1,Petrol,1.6,120000,4.0,Automatic,Front,Silver,4,18,355,8,4,0,1,12
6272,0,SUBARU,Forester,2000,Jeep,0,CNG,2.0,200000,4.0,Automatic,4x4,White,4,43,425,4,0,0,0,14
16850,781,TOYOTA,Camry,2012,Sedan,1,Petrol,2.5,168436,4.0,Tiptronic,Front,Black,12,45,225,8,4,2,1,1
8311,1273,KIA,Sportage,2020,Sedan,1,Petrol,2.4,17466,4.0,Automatic,Front,Black,12,22,795,8,4,0,1,1
28225,779,TOYOTA,Camry,2013,Sedan,1,Hybrid,2.5,100000,4.0,Tiptronic,Front,White,12,45,225,8,2,2,1,14
15681,0,KIA,Optima,2012,Sedan,1,Petrol,2.4,102000,4.0,Automatic,Front,Grey,10,22,630,8,4,0,1,7
3293,1051,HYUNDAI,Sonata,2016,Sedan,1,Petrol,2.4,189104,4.0,Automatic,Front,Silver,12,18,770,8,4,0,1,12
6500,0,OPEL,Combo 2001,2001,Goods wagon,0,Diesel,1.7,236424,4.0,Manual,Front,White,2,33,272,2,1,1,1,14
15367,765,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,50366,4.0,Automatic,Front,White,4,18,770,8,3,0,1,14
